BEVOEGD GEZAG NUMMER;BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;AANTAL LEERLINGEN;AANTAL VO LEERLINGEN UITBESTEED AAN VAVO;TOTAAL AANTAL LEERLINGEN
40530;26LR;26LR00;Groene Hart Praktijkschool;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Zuid-Holland;158;0;158
40570;14RP;14RP00;CSG;GRONINGEN;14;GRONINGEN;Groningen;883;0;883
40570;14RP;14RP01;CSG - locatie Augustinus;GRONINGEN;14;GRONINGEN;Groningen;1281;30;1311
40570;14RP;14RP02;CSG - locatieKluiverboom;GRONINGEN;14;GRONINGEN;Groningen;210;0;210
40570;14RP;14RP03;CSG - locatie Diamantlaan;GRONINGEN;14;GRONINGEN;Groningen;427;0;427
40586;17YS;17YS00;Esprit Scholen;AMSTERDAM;363;AMSTERDAM;Noord-Holland;1000;0;1000
40586;17YS;17YS02;Esprit Scholengroep;AMSTERDAM;363;AMSTERDAM;Noord-Holland;590;2;592
40586;17YS;17YS03;Esprit Scholengroep;AMSTERDAM;363;AMSTERDAM;Noord-Holland;1209;5;1214
40586;17YS;17YS04;Esprit Scholengroep;AMSTERDAM;363;AMSTERDAM;Noord-Holland;400;0;400
40586;17YS;17YS08;Esprit Scholengroep;AMSTERDAM;363;AMSTERDAM;Noord-Holland;661;2;663
40586;17YS;17YS12;Esprit Scholengroep;AMSTERDAM;363;AMSTERDAM;Noord-Holland;285;0;285
40586;17YS;17YS18;Esprit Scholengroep;AMSTERDAM;363;AMSTERDAM;Noord-Holland;635;0;635
40586;17YS;17YS21;Esprit Scholen;AMSTERDAM;363;AMSTERDAM;Noord-Holland;662;4;666
40586;17YS;17YS22;Esprit Scholen;AMSTERDAM;363;AMSTERDAM;Noord-Holland;322;0;322
40586;30GC;30GC00;Het 4e Gymnasium;AMSTERDAM;363;AMSTERDAM;Noord-Holland;826;0;826
40588;06HF;06HF00;Udens College;UDEN;1991;MAASHORST;Noord-Brabant;1546;11;1557
40588;06HF;06HF02;Udens College;UDEN;1991;MAASHORST;Noord-Brabant;1248;1;1249
40590;00UM;00UM00;Erfgooiers College;HUIZEN;406;HUIZEN;Noord-Holland;976;0;976
40596;02XJ;02XJ00;Chr SGM Reggesteyn;NIJVERDAL;163;HELLENDOORN;Overijssel;1407;6;1413
40596;02XJ;02XJ02;Chr SGM Reggesteijn;RIJSSEN;1742;RIJSSEN-HOLTEN;Overijssel;1144;0;1144
40608;25GE;25GE00;Het Streek Lyceum;EDE GLD;228;EDE;Gelderland;1472;34;1506
40608;25GE;25GE02;Het Streek College;EDE GLD;228;EDE;Gelderland;756;0;756
40608;26HV;26HV00;Het Streek College;EDE GLD;228;EDE;Gelderland;125;0;125
40619;23HH;23HH00;Praktijkonderwijs Roermond;ROERMOND;957;ROERMOND;Limburg;216;0;216
40641;08LP;08LP00;Isendoorn College;WARNSVELD;301;ZUTPHEN;Gelderland;1666;23;1689
40673;25EF;25EF01;Vonk Alkmaar;ALKMAAR;361;ALKMAAR;Noord-Holland;528;0;528
40673;25EF;25EF02;Vonk Castricum;CASTRICUM;383;CASTRICUM;Noord-Holland;1079;0;1079
40673;25EF;25EF03;Vonk Amsterdam;AMSTERDAM;363;AMSTERDAM;Noord-Holland;371;0;371
40673;25EF;25EF04;Vonk Purmerend;PURMEREND;439;PURMEREND;Noord-Holland;693;0;693
40673;25EF;25EF05;Vonk  Grootebroek;GROOTEBROEK;532;STEDE BROEC;Noord-Holland;270;0;270
40673;25EF;25EF06;Vonk Hoorn;HOORN NH;405;HOORN;Noord-Holland;539;0;539
40673;25EF;25EF08;Vonk Heerhugowaard;HEERHUGOWAARD;1980;DIJK EN WAARD;Noord-Holland;319;0;319
40673;25EF;25EF09;Vonk Schagen locatie Boomgaard;SCHAGEN;441;SCHAGEN;Noord-Holland;586;0;586
40676;00PS;00PS00;AT Scholen VO;HILVERSUM;402;HILVERSUM;Noord-Holland;703;0;703
40676;00PS;00PS03;AT Scholen VO - Laar & Berg;LAREN NH;417;LAREN;Noord-Holland;871;0;871
40676;00PS;00PS04;AT Scholen VO- Groot Goylant;HILVERSUM;402;HILVERSUM;Noord-Holland;338;0;338
40676;00PS;00PS05;AT Scholen VO loc St. Aloysius;HILVERSUM;402;HILVERSUM;Noord-Holland;511;0;511
40676;00PS;00PS06;AT Scholen VO- Alberdink Thijm;HILVERSUM;402;HILVERSUM;Noord-Holland;134;0;134
40676;00PS;00PS08;AT Scholen VO;HILVERSUM;402;HILVERSUM;Noord-Holland;1850;11;1861
40676;00PS;00PS09;AT Scholen VO;HILVERSUM;402;HILVERSUM;Noord-Holland;304;1;305
40676;00PS;00PS10;AT Scholen VO;HILVERSUM;402;HILVERSUM;Noord-Holland;69;0;69
40681;01GH;01GH00;Willem v Oranje College;WAALWIJK;867;WAALWIJK;Noord-Brabant;1017;9;1026
40681;01GH;01GH01;Willem v Oranje College;WIJK EN AALBURG;1959;ALTENA;Noord-Brabant;511;4;515
40681;01GH;01GH04;Willem v Oranje College;WAALWIJK;867;WAALWIJK;Noord-Brabant;160;0;160
40681;23DB;23DB00;MET;WAALWIJK;867;WAALWIJK;Noord-Brabant;189;0;189
40683;02UB;02UB00;St Vituscollege;BUSSUM;1942;GOOISE MEREN;Noord-Holland;1303;5;1308
40683;30JN;30JN00;Volantcollege;BUSSUM;1942;GOOISE MEREN;Noord-Holland;810;0;810
40683;30JN;30JN01;Volantcollege;NAARDEN;1942;GOOISE MEREN;Noord-Holland;90;0;90
40687;05NV;05NV00;Aeres PRO Emmeloord;EMMELOORD;171;NOORDOOSTPOLDER;Flevoland;156;0;156
40687;25GV;25GV01;Aeres VMBO Emmeloord;EMMELOORD;171;NOORDOOSTPOLDER;Flevoland;401;0;401
40687;25GV;25GV05;Aeres VMBO Ede;EDE GLD;228;EDE;Gelderland;385;2;387
40687;25GV;25GV07;Aeres VMBO Lelystad;LELYSTAD;995;LELYSTAD;Flevoland;598;0;598
40687;25GV;25GV08;Aeres VMBO Maartensdijk;MAARTENSDIJK;310;DE BILT;Utrecht;431;1;432
40687;25GV;25GV09;Aeres VMBO Nijkerk;NIJKERK GLD;267;NIJKERK;Gelderland;422;0;422
40687;25GV;25GV10;Aeres VMBO Velp;VELP GLD;275;RHEDEN;Gelderland;550;0;550
40687;25GV;25GV30;Aeres VMBO Buitenpost;BUITENPOST;59;ACHTKARSPELEN;Friesland;334;0;334
40687;25GV;25GV31;Aeres VMBO Sneek;SNEEK;1900;SUDWEST-FRYSLAN;Friesland;324;0;324
40687;25GV;25GV32;Aeres VMBO Heerenveen;HEERENVEEN;74;HEERENVEEN;Friesland;458;0;458
40687;25GV;25GV34;Aeres VMBO Leeuwarden;LEEUWARDEN;80;LEEUWARDEN;Friesland;463;0;463
40687;27VD;27VD00;Aeres VMBO Almere;ALMERE;34;ALMERE;Flevoland;904;0;904
40696;11AI;11AI00;Gooise Praktijkschool;HILVERSUM;402;HILVERSUM;Noord-Holland;277;0;277
40696;14SM;14SM00;Gooise Scholenfederatie;BUSSUM;1942;GOOISE MEREN;Noord-Holland;1345;2;1347
40696;14SM;14SM02;De Fontein;BUSSUM;1942;GOOISE MEREN;Noord-Holland;463;1;464
40696;14SM;14SM03;SG Huizermaat;HUIZEN;406;HUIZEN;Noord-Holland;1290;0;1290
40696;14SM;14SM04;A. Roland Holst College;HILVERSUM;402;HILVERSUM;Noord-Holland;643;8;651
40696;14SM;14SM05;College De Brink;LAREN NH;417;LAREN;Noord-Holland;536;0;536
40696;14SM;14SM13;A. Roland Holst College;HILVERSUM;402;HILVERSUM;Noord-Holland;534;1;535
40696;14SM;14SM14;ISK Het Gooi;LAREN NH;417;LAREN;Noord-Holland;275;0;275
40696;24TG;24TG00;Gooise Scholen Federatie Weesp;WEESP;363;AMSTERDAM;Noord-Holland;1425;1;1426
40696;24TG;24TG04;Casparus College;WEESP;363;AMSTERDAM;Noord-Holland;313;0;313
40700;25GD;25GD00;Andreas College;KATWIJK ZH;537;KATWIJK;Zuid-Holland;691;0;691
40700;25GD;25GD01;Andreas College;KATWIJK ZH;537;KATWIJK;Zuid-Holland;1359;4;1363
40700;26HN;26HN00;Limes Praktijkonderwijs;KATWIJK ZH;537;KATWIJK;Zuid-Holland;198;0;198
40716;19QA;19QA00;Koningin Wilhelmina College;CULEMBORG;216;CULEMBORG;Gelderland;1331;5;1336
40716;19QA;19QA04;Koningin Wilhelmina College;CULEMBORG;216;CULEMBORG;Gelderland;381;0;381
40722;02UX;02UX00;Vechtdal College;HARDENBERG;160;HARDENBERG;Overijssel;1579;4;1583
40722;02UX;02UX01;Vechtdal College;DEDEMSVAART;160;HARDENBERG;Overijssel;396;0;396
40722;02UX;02UX06;Vechtdal College;OMMEN;175;OMMEN;Overijssel;1286;3;1289
40776;01ET;01ET00;St. Ignatiusgymnasium;AMSTERDAM;363;AMSTERDAM;Noord-Holland;782;1;783
40776;02AN;02AN00;Fons Vitae Lyceum;AMSTERDAM;363;AMSTERDAM;Noord-Holland;1060;2;1062
40776;14SE;14SE00;St. Nicolaaslyceum;AMSTERDAM;363;AMSTERDAM;Noord-Holland;1216;8;1224
40784;00PG;00PG00;Stichting Driestar-Wartburg;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;1493;7;1500
40784;00PG;00PG02;Driestar-Wartburg De Swaef;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;619;0;619
40784;00PG;00PG03;Driestar-Wartburg Revius;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;550;0;550
40784;00PG;00PG04;Driestar-Wartburg Marnix;DORDRECHT;505;DORDRECHT;Zuid-Holland;872;0;872
40784;00PG;00PG08;Driestar-Wartburg De Burcht;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;51;0;51
40784;02EA;02EA00;Stichting Driestar-Wartburg;GOUDA;513;GOUDA;Zuid-Holland;2897;6;2903
40784;02EA;02EA02;Driestar-Wartburg Lekkerkerk;LEKKERKERK;1931;KRIMPENERWAARD;Zuid-Holland;478;0;478
40784;02EA;02EA03;Driestar-Wartburg Leiden;LEIDEN;546;LEIDEN;Zuid-Holland;465;0;465
40784;02EA;02EA05;Driestar-Wartburg Gouda PrO;GOUDA;513;GOUDA;Zuid-Holland;82;0;82
40810;01AA;01AA57;Thomas a Kempiscollege;ZWOLLE;193;ZWOLLE;Overijssel;897;21;918
40810;01AA;01AA59;Jena XL;ZWOLLE;193;ZWOLLE;Overijssel;387;5;392
40810;01AA;01AA60;Startcollege ISK (RL);ZWOLLE;193;ZWOLLE;Overijssel;58;0;58
40810;01AA;01AA61;Centre for Sports & Education;ZWOLLE;193;ZWOLLE;Overijssel;518;0;518
40810;01AA;01AA62;Startcollege ISK (RW);ZWOLLE;193;ZWOLLE;Overijssel;243;0;243
40810;01AA;01AA68;Thomas a Kempis College (AD);ZWOLLE;193;ZWOLLE;Overijssel;277;0;277
40842;01GN;01GN00;Valuascollege;VENLO;983;VENLO;Limburg;2141;42;2183
40842;16XD;16XD00;College Den Hulster;VENLO;983;VENLO;Limburg;1509;12;1521
40842;19HR;19HR00;Blariacumcollege;VENLO;983;VENLO;Limburg;1507;5;1512
40851;05OP;05OP00;Praktijkschool De Bolster;GRONINGEN;14;GRONINGEN;Groningen;301;0;301
40854;25MB;25MB00;Summa College;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;691;89;780
40854;25MB;25MB36;Summa College;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;223;0;223
40856;00NE;00NE00;J v Br College vest Deltaweg;HELMOND;794;HELMOND;Noord-Brabant;296;0;296
40856;00NE;00NE02;J v Br College vest Gasthuisst;HELMOND;794;HELMOND;Noord-Brabant;330;0;330
40856;02QP;02QP00;St Willibrord Gymnasium;DEURNE;762;DEURNE;Noord-Brabant;398;1;399
40856;14LF;14LF00;J v Br College vest Molenstr;HELMOND;794;HELMOND;Noord-Brabant;868;2;870
40856;25MG;25MG00;Commanderij College;GEMERT;1652;GEMERT-BAKEL;Noord-Brabant;952;2;954
40856;25MG;25MG02;Commanderij College;GEMERT;1652;GEMERT-BAKEL;Noord-Brabant;803;0;803
40856;25MG;25MG03;Commanderij College;BEEK EN DONK;1659;LAARBEEK;Noord-Brabant;530;0;530
40857;01EO;01EO00;Purmerendse SGM;PURMEREND;439;PURMEREND;Noord-Holland;1293;3;1296
40857;01EO;01EO01;SG Gerrit Rietveld;PURMEREND;439;PURMEREND;Noord-Holland;334;0;334
40857;01EO;01EO02;Jan v. Egmond Lyceum;PURMEREND;439;PURMEREND;Noord-Holland;1159;19;1178
40857;01EO;01EO06;SG W.J. Bladergroen;PURMEREND;439;PURMEREND;Noord-Holland;467;0;467
40857;01EO;01EO08;SG Nelson Mandela;PURMEREND;439;PURMEREND;Noord-Holland;373;0;373
40857;01EO;01EO12;SG Antoni Gaudi;PURMEREND;439;PURMEREND;Noord-Holland;461;0;461
40876;01HQ;01HQ00;Het Bolwerk;MIDDELBURG;687;MIDDELBURG;Zeeland;172;0;172
40876;26HF;26HF00;De Wissel;GOES;664;GOES;Zeeland;120;0;120
40876;26LL;26LL00;De Sprong, hoofdlocatie;TERNEUZEN;715;TERNEUZEN;Zeeland;73;0;73
40876;26LL;26LL01;De Sprong, locatie Schuberthof;TERNEUZEN;715;TERNEUZEN;Zeeland;35;0;35
40922;00MP;00MP00;De Noordgouw;HEERDE;246;HEERDE;Gelderland;940;3;943
40928;26MJ;26MJ00;Laurentius Praktijksch;DELFT;503;DELFT;Zuid-Holland;156;0;156
40930;02VN;02VN00;Reg SGM Het Rhedens;ROZENDAAL;277;ROZENDAAL;Gelderland;696;1;697
40930;02VN;02VN01;Reg SGM Het Rhedens;DIEREN;275;RHEDEN;Gelderland;1146;0;1146
40930;26NH;26NH00;De Tender Proschool;DIEREN;275;RHEDEN;Gelderland;130;0;130
40931;00MV;00MV00;Scholen aan Zee;DEN HELDER;400;DEN HELDER;Noord-Holland;1320;5;1325
40931;00MV;00MV01;Locatie, Schakel aan Zee;DEN HELDER;400;DEN HELDER;Noord-Holland;251;0;251
40931;00MV;00MV02;Loc,Beroepsonderwijs aan Zee;DEN HELDER;400;DEN HELDER;Noord-Holland;501;0;501
40931;00MV;00MV06;Locatie, Junior College;JULIANADORP;400;DEN HELDER;Noord-Holland;343;0;343
40956;04HR;04HR00;Openbare SGM Erasmus;ALMELO;141;ALMELO;Overijssel;1404;4;1408
40956;04HR;04HR04;Openbare SGM Erasmus;ALMELO;141;ALMELO;Overijssel;310;0;310
40956;04HR;04HR07;Openbare SGM Erasmus;ALMELO;141;ALMELO;Overijssel;337;0;337
40956;19UP;19UP00;PrO Erasmus;ALMELO;141;ALMELO;Overijssel;157;0;157
40979;31JC;31JC01;Zone.college vmbo Almelo;ALMELO;141;ALMELO;Overijssel;780;0;780
40979;31JC;31JC02;Zone.college vmbo Borculo;BORCULO;1859;BERKELLAND;Gelderland;435;0;435
40979;31JC;31JC03;Zone.college vmbo Doetinchem;DOETINCHEM;222;DOETINCHEM;Gelderland;1054;0;1054
40979;31JC;31JC04;Zone.college vmbo Enschede;ENSCHEDE;153;ENSCHEDE;Overijssel;811;0;811
40979;31JC;31JC05;Zone.college vmbo Twello;TWELLO;285;VOORST;Gelderland;1005;0;1005
40979;31JC;31JC06;Zone.college vmbo Zwolle;ZWOLLE;193;ZWOLLE;Overijssel;689;0;689
40995;02IB;02IB00;DaCapo College loc Havikstraat;SITTARD;1883;SITTARD-GELEEN;Limburg;732;2;734
40995;02IB;02IB05;DaCapo College locatie EOA;GELEEN;1883;SITTARD-GELEEN;Limburg;84;0;84
40995;02IB;02IB07;DaCapo College Milaanstraat;SITTARD;1883;SITTARD-GELEEN;Limburg;200;0;200
40995;05GV;05GV00;DaCapo-College Einighauserweg;GELEEN;1883;SITTARD-GELEEN;Limburg;168;0;168
40996;01MO;01MO00;Atheneum Trevianum;SITTARD;1883;SITTARD-GELEEN;Limburg;891;3;894
40996;04DS;04DS00;Gymnasium Trevianum;SITTARD;1883;SITTARD-GELEEN;Limburg;430;1;431
40996;07BQ;07BQ00;HAVO Trevianum;SITTARD;1883;SITTARD-GELEEN;Limburg;1097;4;1101
41009;00ZD;00ZD00;Bonhoeffer College;CASTRICUM;383;CASTRICUM;Noord-Holland;1498;14;1512
41009;20MH;20MH00;Jac P Thijsse College;CASTRICUM;383;CASTRICUM;Noord-Holland;1680;28;1708
41009;20MH;20MH01;Jac P Thijsse College;CASTRICUM;383;CASTRICUM;Noord-Holland;63;0;63
41009;27MD;27MD00;Castor College;BEVERWIJK;375;BEVERWIJK;Noord-Holland;1378;14;1392
41009;27MD;27MD01;Dalí College;HEEMSKERK;396;HEEMSKERK;Noord-Holland;562;1;563
41009;27MD;27MD02;SKILLS vmbo;HEEMSKERK;396;HEEMSKERK;Noord-Holland;565;0;565
41009;28BN;28BN00;Forta;HEEMSKERK;396;HEEMSKERK;Noord-Holland;216;0;216
41021;00IP;00IP00;Kath SGM Hoofddorp;HOOFDDORP;394;HAARLEMMERMEER;Noord-Holland;1677;26;1703
41021;01LZ;01LZ00;SGM Eerste Chr Lyc VWO;HAARLEM;392;HAARLEM;Noord-Holland;1166;13;1179
41021;01LZ;01LZ01;International School Haarlem;HAARLEM;392;HAARLEM;Noord-Holland;239;0;239
41021;01LZ;01LZ02;SGM Eerste Chr Lyc VWO;HAARLEM;392;HAARLEM;Noord-Holland;224;0;224
41021;03RU;03RU00;Herbert Vissers College;NIEUW-VENNEP;394;HAARLEMMERMEER;Noord-Holland;1379;16;1395
41021;03RU;03RU02;Herbert Vissers College;NIEUW-VENNEP;394;HAARLEMMERMEER;Noord-Holland;506;0;506
41021;05FE;05FE00;RK SGM Thamen;UITHOORN;451;UITHOORN;Noord-Holland;657;4;661
41021;17HH;17HH00;HBM;HEEMSTEDE;397;HEEMSTEDE;Noord-Holland;393;3;396
41021;21WE;21WE00;Kaj Munk College;HOOFDDORP;394;HAARLEMMERMEER;Noord-Holland;1094;22;1116
41021;21WE;21WE02;Kaj Munk College;HOOFDDORP;394;HAARLEMMERMEER;Noord-Holland;221;3;224
41054;16RT;16RT00;VO Best-Oirschot;BEST;753;BEST;Noord-Brabant;1664;3;1667
41054;16RT;16RT01;VO Best-Oirschot;OIRSCHOT;823;OIRSCHOT;Noord-Brabant;885;0;885
41063;21FF;21FF00;Ir. Lely Lyceum;AMSTERDAM;363;AMSTERDAM;Noord-Holland;1109;6;1115
41070;05PL;05PL00;Ds. Pierson College;'S-HERTOGENBOSCH;796;S HERTOGENBOSCH;Noord-Brabant;1585;5;1590
41071;02VG;02VG00;Unie Noord;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;554;0;554
41071;02VG;02VG03;Unie Noord;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;197;1;198
41071;02VG;02VG04;Unie Noord - Mavo Centraal;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;274;3;277
41071;02VG;02VG05;Unie Noord- Experience College;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;515;1;516
41071;02VG;02VG08;Unie Noord-locatie RDC;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;794;1;795
41071;02VG;02VG10;UN-RDC-ISK;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;155;0;155
41071;02VG;02VG11;Unie Noord- locatie HVR;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;270;0;270
41071;02VG;02VG14;Unie Noord - Loc Montessori;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;167;0;167
41071;02VG;02VG15;Unie Noord- locatie De Toorop;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;406;4;410
41071;02VG;02VG17;UN - loc. De Mavo voor Theater;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;218;0;218
41071;02VG;02VG22;UN - locatie Lyceum Kralingen;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;526;5;531
41071;02VG;02VG25;Unie Noord - locatie VCH;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;333;0;333
41071;05XJ;05XJ00;Het Lyceum Rotterdam;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;924;16;940
41071;17KY;17KY00;Roncalli MAVO;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;388;2;390
41071;17YF;17YF00;Zuiderpark;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;548;0;548
41071;17YF;17YF02;Zuiderpark loc Young Business;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;449;0;449
41071;23YU;23YU00;Nova College;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;253;0;253
41071;23YU;23YU01;NC- loc. VC Zuidrand;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;303;0;303
41071;23YU;23YU02;NC- locatie Montfort College;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;862;8;870
41071;23YU;23YU08;NC - locatie Palmentuin;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;136;0;136
41071;29VW;29VW00;HPC Charlois;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;197;0;197
41071;29VX;29VX00;HPC Zuidwijk;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;206;0;206
41071;29VZ;29VZ00;HPC Centrum;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;216;0;216
41100;01OE;01OE03;Yuverta;OEGSTGEEST;579;OEGSTGEEST;Zuid-Holland;490;0;490
41100;01OE;01OE05;Yuverta;KLAASWAAL;1963;HOEKSCHE WAARD;Zuid-Holland;406;0;406
41100;01OE;01OE06;Yuverta;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;411;0;411
41100;01OE;01OE07;Yuverta;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;510;0;510
41100;01OE;01OE12;Yuverta;DORDRECHT;505;DORDRECHT;Zuid-Holland;625;2;627
41100;01OE;01OE13;Yuverta;BRIELLE;501;BRIELLE;Zuid-Holland;440;0;440
41100;01OE;01OE16;Yuverta;AMERSFOORT;307;AMERSFOORT;Utrecht;487;0;487
41100;01OE;01OE17;Yuverta;MONTFOORT;335;MONTFOORT;Utrecht;817;0;817
41100;01OE;01OE18;Yuverta;UTRECHT;344;UTRECHT;Utrecht;438;0;438
41100;01OE;01OE21;Yuverta;AALSMEER;358;AALSMEER;Noord-Holland;535;0;535
41100;01OE;01OE22;Yuverta;AMSTERDAM;363;AMSTERDAM;Noord-Holland;252;0;252
41100;01OE;01OE23;Yuverta;AMSTERDAM;363;AMSTERDAM;Noord-Holland;281;0;281
41100;01OE;01OE25;Yuverta;NAARDEN;1942;GOOISE MEREN;Noord-Holland;411;0;411
41100;01OE;01OE26;Yuverta;AALSMEER;358;AALSMEER;Noord-Holland;491;1;492
41100;01OE;01OE27;Yuverta;BOSKOOP;484;ALPHEN AAN DEN RIJN;Zuid-Holland;443;0;443
41100;01OE;01OE28;Yuverta;GOUDA;513;GOUDA;Zuid-Holland;510;0;510
41100;01OE;01OE30;Yuverta;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Zuid-Holland;510;0;510
41100;01OE;01OE32;Yuverta;OTTOLAND;1978;MOLENLANDEN;Zuid-Holland;611;0;611
41100;01OE;01OE33;Yuverta;RIJNSBURG;537;KATWIJK;Zuid-Holland;32;0;32
41100;01OE;01OE37;Yuverta;HOUTEN;321;HOUTEN;Utrecht;472;0;472
41100;01OE;01OE49;Yuverta;KESTEREN;1740;NEDER-BETUWE;Gelderland;332;0;332
41100;01OE;01OE50;Yuverta;NIJMEGEN;268;NIJMEGEN;Gelderland;516;0;516
41100;01OE;01OE51;Yuverta;'S-HERTOGENBOSCH;796;S HERTOGENBOSCH;Noord-Brabant;639;0;639
41100;01OE;01OE54;Yuverta;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;650;0;650
41100;01OE;01OE57;Yuverta;HEGELSOM;1507;HORST AAN DE MAAS;Limburg;494;0;494
41100;01OE;01OE58;Yuverta;ROERMOND;957;ROERMOND;Limburg;561;0;561
41100;01OE;01OE59;Yuverta;HEERLEN;917;HEERLEN;Limburg;538;0;538
41100;01OE;01OE60;Yuverta;NEDERWEERT;946;NEDERWEERT;Limburg;345;2;347
41142;27DG;27DG00;De Passie;UTRECHT;344;UTRECHT;Utrecht;955;6;961
41142;27RW;27RW00;De Passie;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;758;9;767
41142;29WG;29WG00;De Passie;WIERDEN;189;WIERDEN;Overijssel;653;2;655
41143;00DI;00DI00;rsg de Borgen;LEEK;1969;WESTERKWARTIER;Groningen;289;0;289
41143;00DI;00DI01;rsg de Borgen;RODEN;1699;NOORDENVELD;Drenthe;426;1;427
41143;00DI;00DI02;rsg de Borgen;LEEK;1969;WESTERKWARTIER;Groningen;984;20;1004
41143;00DI;00DI03;rsg de Borgen;OLDEKERK;1969;WESTERKWARTIER;Groningen;132;0;132
41143;00DI;00DI04;rsg de Borgen;RODEN;1699;NOORDENVELD;Drenthe;99;0;99
41143;00DI;00DI06;rsg de Borgen;LEEK;1969;WESTERKWARTIER;Groningen;225;1;226
41152;23HC;23HC00;Lingecollege;TIEL;281;TIEL;Gelderland;551;0;551
41152;23HC;23HC01;Lingecollege Lyceum;TIEL;281;TIEL;Gelderland;1022;8;1030
41152;23HC;23HC02;Lingecollege Praktijkonderwijs;TIEL;281;TIEL;Gelderland;138;0;138
41152;23HC;23HC04;Lingecollege Mavo;TIEL;281;TIEL;Gelderland;445;5;450
41158;02EX;02EX00;loc, Morgen College;HARDERWIJK;243;HARDERWIJK;Gelderland;307;0;307
41158;02EX;02EX04;loc, Orient;ZEEWOLDE;50;ZEEWOLDE;Flevoland;32;0;32
41158;02EX;02EX05;loc, Morgen College;HARDERWIJK;243;HARDERWIJK;Gelderland;252;1;253
41158;02EX;02EX07;loc, Morgen College;HARDERWIJK;243;HARDERWIJK;Gelderland;266;0;266
41161;13OR;13OR00;Pontes;GOES;664;GOES;Zeeland;1590;3;1593
41161;13OR;13OR01;Locatie, Het Goese Lyceum;GOES;664;GOES;Zeeland;485;0;485
41161;13OR;13OR03;locatie, Pieter Zeeman;ZIERIKZEE;1676;SCHOUWEN-DUIVELAND;Zeeland;883;1;884
41163;09VS;09VS00;Het Waterland;LEIDEN;546;LEIDEN;Zuid-Holland;250;0;250
41164;26JR;26JR00;Pro College Nijmegen/Bemmel;NIJMEGEN;268;NIJMEGEN;Gelderland;244;0;244
41164;26JR;26JR01;Pro College Nijmegen/Bemmel;BEMMEL;1705;LINGEWAARD;Gelderland;80;0;80
41164;26KY;26KY00;Pro College Wijchen;WIJCHEN;296;WIJCHEN;Gelderland;108;0;108
41164;30MM;30MM00;Pro College Boxmeer;BOXMEER;1982;LAND VAN CUIJK;Noord-Brabant;111;0;111
41195;02KR;02KR00;St Bonifatius Mavo;EMMELOORD;171;NOORDOOSTPOLDER;Flevoland;458;5;463
41195;20CR;20CR00;Zuyderzee Lyceum;EMMELOORD;171;NOORDOOSTPOLDER;Flevoland;452;8;460
41195;20CR;20CR01;Zuyderzee Lyceum;EMMELOORD;171;NOORDOOSTPOLDER;Flevoland;98;0;98
41195;20CR;20CR03;Zuyderzee Lyceum;LEMMER;1940;DE FRYSKE MARREN;Friesland;321;0;321
41195;20CR;20CR05;Zuyderzee Lyceum;EMMELOORD;171;NOORDOOSTPOLDER;Flevoland;570;0;570
41195;20CR;20CR06;Zuyderzee Lyceum;EMMELOORD;171;NOORDOOSTPOLDER;Flevoland;199;0;199
41195;20CR;20CR07;Zuyderzee Lyceum;LEMMER;1940;DE FRYSKE MARREN;Friesland;63;0;63
